id,name_ja,name_en,category_en,fling_power,effect_en
1352,★Psc361,dynamax-crystal-psc361,dynamax-crystals,,
1353,★Psc510,dynamax-crystal-psc510,dynamax-crystals,,
1354,★Psc437,dynamax-crystal-psc437,dynamax-crystals,,
1355,★Psc8773,dynamax-crystal-psc8773,dynamax-crystals,,
1356,★Lep1865,dynamax-crystal-lep1865,dynamax-crystals,,
1357,★Lep1829,dynamax-crystal-lep1829,dynamax-crystals,,
1358,★Boo5340,dynamax-crystal-boo5340,dynamax-crystals,,
1359,★Boo5506,dynamax-crystal-boo5506,dynamax-crystals,,
1360,★Boo5435,dynamax-crystal-boo5435,dynamax-crystals,,
1361,★Boo5602,dynamax-crystal-boo5602,dynamax-crystals,,
1362,★Boo5733,dynamax-crystal-boo5733,dynamax-crystals,,
1363,★Boo5235,dynamax-crystal-boo5235,dynamax-crystals,,
1364,★Boo5351,dynamax-crystal-boo5351,dynamax-crystals,,
1365,★Hya3748,dynamax-crystal-hya3748,dynamax-crystals,,
1366,★Hya3903,dynamax-crystal-hya3903,dynamax-crystals,,
1367,★Hya3418,dynamax-crystal-hya3418,dynamax-crystals,,
1368,★Hya3482,dynamax-crystal-hya3482,dynamax-crystals,,
1369,★Hya3845,dynamax-crystal-hya3845,dynamax-crystals,,
1370,★Eri1084,dynamax-crystal-eri1084,dynamax-crystals,,
1371,★Eri472,dynamax-crystal-eri472,dynamax-crystals,,
1372,★Eri1666,dynamax-crystal-eri1666,dynamax-crystals,,
1373,★Eri897,dynamax-crystal-eri897,dynamax-crystals,,
1374,★Eri1231,dynamax-crystal-eri1231,dynamax-crystals,,
1375,★Eri874,dynamax-crystal-eri874,dynamax-crystals,,
1376,★Eri1298,dynamax-crystal-eri1298,dynamax-crystals,,
1377,★Eri1325,dynamax-crystal-eri1325,dynamax-crystals,,
1378,★Eri984,dynamax-crystal-eri984,dynamax-crystals,,
1379,★Eri1464,dynamax-crystal-eri1464,dynamax-crystals,,
1380,★Eri1393,dynamax-crystal-eri1393,dynamax-crystals,,
1381,★Eri850,dynamax-crystal-eri850,dynamax-crystals,,
1382,★Tau1409,dynamax-crystal-tau1409,dynamax-crystals,,
1383,★Tau1457,dynamax-crystal-tau1457,dynamax-crystals,,
1384,★Tau1165,dynamax-crystal-tau1165,dynamax-crystals,,
1385,★Tau1791,dynamax-crystal-tau1791,dynamax-crystals,,
1386,★Tau1910,dynamax-crystal-tau1910,dynamax-crystals,,
1387,★Tau1346,dynamax-crystal-tau1346,dynamax-crystals,,
1388,★Tau1373,dynamax-crystal-tau1373,dynamax-crystals,,
1389,★Tau1412,dynamax-crystal-tau1412,dynamax-crystals,,
1390,★CMa2491,dynamax-crystal-cma2491,dynamax-crystals,,
1391,★CMa2693,dynamax-crystal-cma2693,dynamax-crystals,,
1392,★CMa2294,dynamax-crystal-cma2294,dynamax-crystals,,
1393,★CMa2827,dynamax-crystal-cma2827,dynamax-crystals,,
1394,★CMa2282,dynamax-crystal-cma2282,dynamax-crystals,,
1395,★CMa2618,dynamax-crystal-cma2618,dynamax-crystals,,
1396,★CMa2657,dynamax-crystal-cma2657,dynamax-crystals,,
1397,★CMa2646,dynamax-crystal-cma2646,dynamax-crystals,,
1398,★UMa4905,dynamax-crystal-uma4905,dynamax-crystals,,
1399,★UMa4301,dynamax-crystal-uma4301,dynamax-crystals,,
1400,★UMa5191,dynamax-crystal-uma5191,dynamax-crystals,,
1401,★UMa5054,dynamax-crystal-uma5054,dynamax-crystals,,
1402,★UMa4295,dynamax-crystal-uma4295,dynamax-crystals,,
1403,★UMa4660,dynamax-crystal-uma4660,dynamax-crystals,,
1404,★UMa4554,dynamax-crystal-uma4554,dynamax-crystals,,
1405,★UMa4069,dynamax-crystal-uma4069,dynamax-crystals,,
1406,★UMa3569,dynamax-crystal-uma3569,dynamax-crystals,,
1407,★UMa3323,dynamax-crystal-uma3323,dynamax-crystals,,
1408,★UMa4033,dynamax-crystal-uma4033,dynamax-crystals,,
1409,★UMa4377,dynamax-crystal-uma4377,dynamax-crystals,,
1410,★UMa4375,dynamax-crystal-uma4375,dynamax-crystals,,
1411,★UMa4518,dynamax-crystal-uma4518,dynamax-crystals,,
1412,★UMa3594,dynamax-crystal-uma3594,dynamax-crystals,,
1413,★Vir5056,dynamax-crystal-vir5056,dynamax-crystals,,
1414,★Vir4825,dynamax-crystal-vir4825,dynamax-crystals,,
1415,★Vir4932,dynamax-crystal-vir4932,dynamax-crystals,,
1416,★Vir4540,dynamax-crystal-vir4540,dynamax-crystals,,
1417,★Vir4689,dynamax-crystal-vir4689,dynamax-crystals,,
1418,★Vir5338,dynamax-crystal-vir5338,dynamax-crystals,,
1419,★Vir4910,dynamax-crystal-vir4910,dynamax-crystals,,
1420,★Vir5315,dynamax-crystal-vir5315,dynamax-crystals,,
1421,★Vir5359,dynamax-crystal-vir5359,dynamax-crystals,,
1422,★Vir5409,dynamax-crystal-vir5409,dynamax-crystals,,
1423,★Vir5107,dynamax-crystal-vir5107,dynamax-crystals,,
1424,★Ari617,dynamax-crystal-ari617,dynamax-crystals,,
1425,★Ari553,dynamax-crystal-ari553,dynamax-crystals,,
1426,★Ari546,dynamax-crystal-ari546,dynamax-crystals,,
1427,★Ari951,dynamax-crystal-ari951,dynamax-crystals,,
1428,★Ori1713,dynamax-crystal-ori1713,dynamax-crystals,,
1429,★Ori2061,dynamax-crystal-ori2061,dynamax-crystals,,
1430,★Ori1790,dynamax-crystal-ori1790,dynamax-crystals,,
1431,★Ori1903,dynamax-crystal-ori1903,dynamax-crystals,,
1432,★Ori1948,dynamax-crystal-ori1948,dynamax-crystals,,
1433,★Ori2004,dynamax-crystal-ori2004,dynamax-crystals,,
1434,★Ori1852,dynamax-crystal-ori1852,dynamax-crystals,,
1435,★Ori1879,dynamax-crystal-ori1879,dynamax-crystals,,
1436,★Ori1899,dynamax-crystal-ori1899,dynamax-crystals,,
1437,★Ori1543,dynamax-crystal-ori1543,dynamax-crystals,,
1438,★Cas21,dynamax-crystal-cas21,dynamax-crystals,,
1439,★Cas168,dynamax-crystal-cas168,dynamax-crystals,,
1440,★Cas403,dynamax-crystal-cas403,dynamax-crystals,,
1441,★Cas153,dynamax-crystal-cas153,dynamax-crystals,,
1442,★Cas542,dynamax-crystal-cas542,dynamax-crystals,,
1443,★Cas219,dynamax-crystal-cas219,dynamax-crystals,,
1444,★Cas265,dynamax-crystal-cas265,dynamax-crystals,,
1445,★Cnc3572,dynamax-crystal-cnc3572,dynamax-crystals,,
1446,★Cnc3208,dynamax-crystal-cnc3208,dynamax-crystals,,
1447,★Cnc3461,dynamax-crystal-cnc3461,dynamax-crystals,,
1448,★Cnc3449,dynamax-crystal-cnc3449,dynamax-crystals,,
1449,★Cnc3429,dynamax-crystal-cnc3429,dynamax-crystals,,
1450,★Cnc3627,dynamax-crystal-cnc3627,dynamax-crystals,,
1451,★Cnc3268,dynamax-crystal-cnc3268,dynamax-crystals,,
1452,★Cnc3249,dynamax-crystal-cnc3249,dynamax-crystals,,
1453,★Com4968,dynamax-crystal-com4968,dynamax-crystals,,
1454,★Crv4757,dynamax-crystal-crv4757,dynamax-crystals,,
1455,★Crv4623,dynamax-crystal-crv4623,dynamax-crystals,,
1456,★Crv4662,dynamax-crystal-crv4662,dynamax-crystals,,
1457,★Crv4786,dynamax-crystal-crv4786,dynamax-crystals,,
1458,★Aur1708,dynamax-crystal-aur1708,dynamax-crystals,,
1459,★Aur2088,dynamax-crystal-aur2088,dynamax-crystals,,
1460,★Aur1605,dynamax-crystal-aur1605,dynamax-crystals,,
1461,★Aur2095,dynamax-crystal-aur2095,dynamax-crystals,,
1462,★Aur1577,dynamax-crystal-aur1577,dynamax-crystals,,
1463,★Aur1641,dynamax-crystal-aur1641,dynamax-crystals,,
1464,★Aur1612,dynamax-crystal-aur1612,dynamax-crystals,,
1465,★Pav7790,dynamax-crystal-pav7790,dynamax-crystals,,
1466,★Cet911,dynamax-crystal-cet911,dynamax-crystals,,
1467,★Cet681,dynamax-crystal-cet681,dynamax-crystals,,
1468,★Cet188,dynamax-crystal-cet188,dynamax-crystals,,
1469,★Cet539,dynamax-crystal-cet539,dynamax-crystals,,
1470,★Cet804,dynamax-crystal-cet804,dynamax-crystals,,
1471,★Cep8974,dynamax-crystal-cep8974,dynamax-crystals,,
1472,★Cep8162,dynamax-crystal-cep8162,dynamax-crystals,,
1473,★Cep8238,dynamax-crystal-cep8238,dynamax-crystals,,
1474,★Cep8417,dynamax-crystal-cep8417,dynamax-crystals,,
1475,★Cen5267,dynamax-crystal-cen5267,dynamax-crystals,,
1476,★Cen5288,dynamax-crystal-cen5288,dynamax-crystals,,
1477,★Cen551,dynamax-crystal-cen551,dynamax-crystals,,
1478,★Cen5459,dynamax-crystal-cen5459,dynamax-crystals,,
1479,★Cen5460,dynamax-crystal-cen5460,dynamax-crystals,,
1480,★CMi2943,dynamax-crystal-cmi2943,dynamax-crystals,,
1481,★CMi2845,dynamax-crystal-cmi2845,dynamax-crystals,,
1482,★Equ8131,dynamax-crystal-equ8131,dynamax-crystals,,
1483,★Vul7405,dynamax-crystal-vul7405,dynamax-crystals,,
1484,★UMi424,dynamax-crystal-umi424,dynamax-crystals,,
1485,★UMi5563,dynamax-crystal-umi5563,dynamax-crystals,,
1486,★UMi5735,dynamax-crystal-umi5735,dynamax-crystals,,
1487,★UMi6789,dynamax-crystal-umi6789,dynamax-crystals,,
1488,★Crt4287,dynamax-crystal-crt4287,dynamax-crystals,,
1489,★Lyr7001,dynamax-crystal-lyr7001,dynamax-crystals,,
1490,★Lyr7178,dynamax-crystal-lyr7178,dynamax-crystals,,
1491,★Lyr7106,dynamax-crystal-lyr7106,dynamax-crystals,,
1492,★Lyr7298,dynamax-crystal-lyr7298,dynamax-crystals,,
1493,★Ara6585,dynamax-crystal-ara6585,dynamax-crystals,,
1494,★Sco6134,dynamax-crystal-sco6134,dynamax-crystals,,
1495,★Sco6527,dynamax-crystal-sco6527,dynamax-crystals,,
1496,★Sco6553,dynamax-crystal-sco6553,dynamax-crystals,,
1497,★Sco5953,dynamax-crystal-sco5953,dynamax-crystals,,
1498,★Sco5984,dynamax-crystal-sco5984,dynamax-crystals,,
1499,★Sco6508,dynamax-crystal-sco6508,dynamax-crystals,,
1500,★Sco6084,dynamax-crystal-sco6084,dynamax-crystals,,
1501,★Sco5944,dynamax-crystal-sco5944,dynamax-crystals,,
1502,★Sco6630,dynamax-crystal-sco6630,dynamax-crystals,,
1503,★Sco6027,dynamax-crystal-sco6027,dynamax-crystals,,
1504,★Sco6247,dynamax-crystal-sco6247,dynamax-crystals,,
1505,★Sco6252,dynamax-crystal-sco6252,dynamax-crystals,,
1506,★Sco5928,dynamax-crystal-sco5928,dynamax-crystals,,
1507,★Sco6241,dynamax-crystal-sco6241,dynamax-crystals,,
1508,★Sco6165,dynamax-crystal-sco6165,dynamax-crystals,,
1509,★Tri544,dynamax-crystal-tri544,dynamax-crystals,,
1510,★Leo3982,dynamax-crystal-leo3982,dynamax-crystals,,
1511,★Leo4534,dynamax-crystal-leo4534,dynamax-crystals,,
1512,★Leo4357,dynamax-crystal-leo4357,dynamax-crystals,,
1513,★Leo4057,dynamax-crystal-leo4057,dynamax-crystals,,
1514,★Leo4359,dynamax-crystal-leo4359,dynamax-crystals,,
1515,★Leo4031,dynamax-crystal-leo4031,dynamax-crystals,,
1516,★Leo3852,dynamax-crystal-leo3852,dynamax-crystals,,
1517,★Leo3905,dynamax-crystal-leo3905,dynamax-crystals,,
1518,★Leo3773,dynamax-crystal-leo3773,dynamax-crystals,,
1519,★Gru8425,dynamax-crystal-gru8425,dynamax-crystals,,
1520,★Gru8636,dynamax-crystal-gru8636,dynamax-crystals,,
1521,★Gru8353,dynamax-crystal-gru8353,dynamax-crystals,,
1522,★Lib5685,dynamax-crystal-lib5685,dynamax-crystals,,
1523,★Lib5531,dynamax-crystal-lib5531,dynamax-crystals,,
1524,★Lib5787,dynamax-crystal-lib5787,dynamax-crystals,,
1525,★Lib5603,dynamax-crystal-lib5603,dynamax-crystals,,
1526,★Pup3165,dynamax-crystal-pup3165,dynamax-crystals,,
1527,★Pup3185,dynamax-crystal-pup3185,dynamax-crystals,,
1528,★Pup3045,dynamax-crystal-pup3045,dynamax-crystals,,
1529,★Cyg7924,dynamax-crystal-cyg7924,dynamax-crystals,,
1530,★Cyg7417,dynamax-crystal-cyg7417,dynamax-crystals,,
1531,★Cyg7796,dynamax-crystal-cyg7796,dynamax-crystals,,
1532,★Cyg8301,dynamax-crystal-cyg8301,dynamax-crystals,,
1533,★Cyg7949,dynamax-crystal-cyg7949,dynamax-crystals,,
1534,★Cyg7528,dynamax-crystal-cyg7528,dynamax-crystals,,
1535,★Oct7228,dynamax-crystal-oct7228,dynamax-crystals,,
1536,★Col1956,dynamax-crystal-col1956,dynamax-crystals,,
1537,★Col2040,dynamax-crystal-col2040,dynamax-crystals,,
1538,★Col2177,dynamax-crystal-col2177,dynamax-crystals,,
1539,★Gem2990,dynamax-crystal-gem2990,dynamax-crystals,,
1540,★Gem2891,dynamax-crystal-gem2891,dynamax-crystals,,
1541,★Gem2421,dynamax-crystal-gem2421,dynamax-crystals,,
1542,★Gem2473,dynamax-crystal-gem2473,dynamax-crystals,,
1543,★Gem2216,dynamax-crystal-gem2216,dynamax-crystals,,
1544,★Gem2777,dynamax-crystal-gem2777,dynamax-crystals,,
1545,★Gem2650,dynamax-crystal-gem2650,dynamax-crystals,,
1546,★Gem2286,dynamax-crystal-gem2286,dynamax-crystals,,
1547,★Gem2484,dynamax-crystal-gem2484,dynamax-crystals,,
1548,★Gem2930,dynamax-crystal-gem2930,dynamax-crystals,,
1549,★Peg8775,dynamax-crystal-peg8775,dynamax-crystals,,
1550,★Peg8781,dynamax-crystal-peg8781,dynamax-crystals,,
1551,★Peg39,dynamax-crystal-peg39,dynamax-crystals,,
1552,★Peg8308,dynamax-crystal-peg8308,dynamax-crystals,,
1553,★Peg8650,dynamax-crystal-peg8650,dynamax-crystals,,
1554,★Peg8634,dynamax-crystal-peg8634,dynamax-crystals,,
1555,★Peg8684,dynamax-crystal-peg8684,dynamax-crystals,,
1556,★Peg8450,dynamax-crystal-peg8450,dynamax-crystals,,
1557,★Peg8880,dynamax-crystal-peg8880,dynamax-crystals,,
1558,★Peg8905,dynamax-crystal-peg8905,dynamax-crystals,,
1559,★Oph6556,dynamax-crystal-oph6556,dynamax-crystals,,
1560,★Oph6378,dynamax-crystal-oph6378,dynamax-crystals,,
1561,★Oph6603,dynamax-crystal-oph6603,dynamax-crystals,,
1562,★Oph6149,dynamax-crystal-oph6149,dynamax-crystals,,
1563,★Oph6056,dynamax-crystal-oph6056,dynamax-crystals,,
1564,★Oph6075,dynamax-crystal-oph6075,dynamax-crystals,,
1565,★Ser5854,dynamax-crystal-ser5854,dynamax-crystals,,
1566,★Ser7141,dynamax-crystal-ser7141,dynamax-crystals,,
1567,★Ser5879,dynamax-crystal-ser5879,dynamax-crystals,,
1568,★Her6406,dynamax-crystal-her6406,dynamax-crystals,,
1569,★Her6148,dynamax-crystal-her6148,dynamax-crystals,,
1570,★Her6410,dynamax-crystal-her6410,dynamax-crystals,,
1571,★Her6526,dynamax-crystal-her6526,dynamax-crystals,,
1572,★Her6117,dynamax-crystal-her6117,dynamax-crystals,,
1573,★Her6008,dynamax-crystal-her6008,dynamax-crystals,,
1574,★Per936,dynamax-crystal-per936,dynamax-crystals,,
1575,★Per1017,dynamax-crystal-per1017,dynamax-crystals,,
1576,★Per1131,dynamax-crystal-per1131,dynamax-crystals,,
1577,★Per1228,dynamax-crystal-per1228,dynamax-crystals,,
1578,★Per834,dynamax-crystal-per834,dynamax-crystals,,
1579,★Per941,dynamax-crystal-per941,dynamax-crystals,,
1580,★Phe99,dynamax-crystal-phe99,dynamax-crystals,,
1581,★Phe338,dynamax-crystal-phe338,dynamax-crystals,,
1582,★Vel3634,dynamax-crystal-vel3634,dynamax-crystals,,
1583,★Vel3485,dynamax-crystal-vel3485,dynamax-crystals,,
1584,★Vel3734,dynamax-crystal-vel3734,dynamax-crystals,,
1585,★Aqr8232,dynamax-crystal-aqr8232,dynamax-crystals,,
1586,★Aqr8414,dynamax-crystal-aqr8414,dynamax-crystals,,
1587,★Aqr8709,dynamax-crystal-aqr8709,dynamax-crystals,,
1588,★Aqr8518,dynamax-crystal-aqr8518,dynamax-crystals,,
1589,★Aqr7950,dynamax-crystal-aqr7950,dynamax-crystals,,
1590,★Aqr8499,dynamax-crystal-aqr8499,dynamax-crystals,,
1591,★Aqr8610,dynamax-crystal-aqr8610,dynamax-crystals,,
1592,★Aqr8264,dynamax-crystal-aqr8264,dynamax-crystals,,
1593,★Cru4853,dynamax-crystal-cru4853,dynamax-crystals,,
1594,★Cru4730,dynamax-crystal-cru4730,dynamax-crystals,,
1595,★Cru4763,dynamax-crystal-cru4763,dynamax-crystals,,
1596,★Cru4700,dynamax-crystal-cru4700,dynamax-crystals,,
1597,★Cru4656,dynamax-crystal-cru4656,dynamax-crystals,,
1598,★PsA8728,dynamax-crystal-psa8728,dynamax-crystals,,
1599,★TrA6217,dynamax-crystal-tra6217,dynamax-crystals,,
1600,★Cap7776,dynamax-crystal-cap7776,dynamax-crystals,,
1601,★Cap7754,dynamax-crystal-cap7754,dynamax-crystals,,
1602,★Cap8278,dynamax-crystal-cap8278,dynamax-crystals,,
1603,★Cap8322,dynamax-crystal-cap8322,dynamax-crystals,,
1604,★Cap7773,dynamax-crystal-cap7773,dynamax-crystals,,
1605,★Sge7479,dynamax-crystal-sge7479,dynamax-crystals,,
1606,★Car2326,dynamax-crystal-car2326,dynamax-crystals,,
1607,★Car3685,dynamax-crystal-car3685,dynamax-crystals,,
1608,★Car3307,dynamax-crystal-car3307,dynamax-crystals,,
1609,★Car3699,dynamax-crystal-car3699,dynamax-crystals,,
1610,★Dra5744,dynamax-crystal-dra5744,dynamax-crystals,,
1611,★Dra5291,dynamax-crystal-dra5291,dynamax-crystals,,
1612,★Dra6705,dynamax-crystal-dra6705,dynamax-crystals,,
1613,★Dra6536,dynamax-crystal-dra6536,dynamax-crystals,,
1614,★Dra7310,dynamax-crystal-dra7310,dynamax-crystals,,
1615,★Dra6688,dynamax-crystal-dra6688,dynamax-crystals,,
1616,★Dra4434,dynamax-crystal-dra4434,dynamax-crystals,,
1617,★Dra6370,dynamax-crystal-dra6370,dynamax-crystals,,
1618,★Dra7462,dynamax-crystal-dra7462,dynamax-crystals,,
1619,★Dra6396,dynamax-crystal-dra6396,dynamax-crystals,,
1620,★Dra6132,dynamax-crystal-dra6132,dynamax-crystals,,
1621,★Dra6636,dynamax-crystal-dra6636,dynamax-crystals,,
1622,★CVn4915,dynamax-crystal-cvn4915,dynamax-crystals,,
1623,★CVn4785,dynamax-crystal-cvn4785,dynamax-crystals,,
1624,★CVn4846,dynamax-crystal-cvn4846,dynamax-crystals,,
1625,★Aql7595,dynamax-crystal-aql7595,dynamax-crystals,,
1626,★Aql7557,dynamax-crystal-aql7557,dynamax-crystals,,
1627,★Aql7525,dynamax-crystal-aql7525,dynamax-crystals,,
1628,★Aql7602,dynamax-crystal-aql7602,dynamax-crystals,,
1629,★Aql7235,dynamax-crystal-aql7235,dynamax-crystals,,
1630,ダイミツ,max-honey,revival,30,
1631,ダイキノコ,max-mushrooms,stat-boosts,30,
1632,ガラナツのえだ,galarica-twig,collectibles,30,
1633,ガラナツブレス,galarica-cuff,collectibles,30,
1634,おしゃれカード,style-card,gameplay,,
1635,ヨロイパス,armor-pass,plot-advancement,,
1636,ロトムじてんしゃ,rotom-bike--sparkling-white,unused,,
1637,ロトムじてんしゃ,rotom-bike--glistening-black,unused,,
1638,けいけんおまもり,exp-charm,gameplay,,
1639,ヨロイこうせき,armorite-ore,collectibles,30,
1640,あかしのおまもり,mark-charm,gameplay,,
1641,キズナのタヅナ,reins-of-unity--merge,unused,,
1642,キズナのタヅナ,reins-of-unity--split,unused,,
1643,ガラナツリース,galarica-wreath,collectibles,30,
1644,でんせつのメモ1,legendary-clue-1,plot-advancement,,
1645,でんせつのメモ2,legendary-clue-2,plot-advancement,,
1646,でんせつのメモ3,legendary-clue-3,plot-advancement,,
1647,でんせつのメモ？,legendary-clue-question,plot-advancement,,
1648,カンムリパス,crown-pass,plot-advancement,,
1649,きぼりのかんむり,wooden-crown,plot-advancement,,
1650,かがやくはなびら,radiant-petal,plot-advancement,,
1651,しろいたてがみ,white-mane-hair,plot-advancement,,
1652,くろいたてがみ,black-mane-hair,plot-advancement,,
1653,つめたいにんじん,iceroot-carrot,plot-advancement,,
1654,くろいにんじん,shaderoot-carrot,plot-advancement,,
1655,マックスこうせき,dynite-ore,collectibles,30,
1656,にんじんのタネ,carrot-seeds,plot-advancement,,
1657,とくせいパッチ,ability-patch,vitamins,,
1658,キズナのタヅナ,reins-of-unity,plot-advancement,,
1659,だいこんごうだま,adamant-crystal,gameplay,,
1660,だいしらたま,lustrous-globe,gameplay,,
1661,だいはっきんだま,griseous-core,gameplay,,
1662,まっさらプレート,blank-plate,plates,,
1663,ストレンジボール,strange-ball,event-items,,
1664,レジェンドプレート,legend-plate,plates,,
1665,スマホロトム,rotom-phone,event-items,,
1666,サンドウィッチ,sandwich,event-items,,
1667,コライドンのボール,koraidons-poke-ball,event-items,,
1668,ミライドンのボール,miraidons-poke-ball,event-items,,
1669,テラスタルオーブ,tera-orb,event-items,,
1670,スカーレットブック,scarlet-book,event-items,,
1671,バイオレットブック,violet-book,event-items,,
1672,ハイダイのサイフ,kofus-wallet,plot-advancement,,
1673,ちいさなタケノコ,tiny-bamboo-shoot,loot,,
1674,おおきなタケノコ,big-bamboo-shoot,loot,,
1675,あくのかけじく,scroll-of-darkness,gameplay,,
1676,みずのかけじく,scroll-of-waters,gameplay,,
1677,ノロイノヨロイ,malicious-armor,evolution,,
1678,テラピースノーマル,normal-tera-shard,tera-shard,,
1679,テラピースほのお,fire-tera-shard,tera-shard,,
1680,テラピースみず,water-tera-shard,tera-shard,,
1681,テラピースでんき,electric-tera-shard,tera-shard,,
1682,テラピースくさ,grass-tera-shard,tera-shard,,
1683,テラピースこおり,ice-tera-shard,tera-shard,,
1684,テラピースかくとう,fighting-tera-shard,tera-shard,,
1685,テラピースどく,poison-tera-shard,tera-shard,,
1686,テラピースじめん,ground-tera-shard,tera-shard,,
1687,テラピースひこう,flying-tera-shard,tera-shard,,
1688,テラピースエスパー,psychic-tera-shard,tera-shard,,
1689,テラピースむし,bug-tera-shard,tera-shard,,
1690,テラピースいわ,rock-tera-shard,tera-shard,,
1691,テラピースゴースト,ghost-tera-shard,tera-shard,,
1692,テラピースドラゴン,dragon-tera-shard,tera-shard,,
1693,テラピースあく,dark-tera-shard,tera-shard,,
1694,テラピースはがね,steel-tera-shard,tera-shard,,
1695,テラピースフェアリー,fairy-tera-shard,tera-shard,,
1696,ブーストエナジー,booster-energy,held-items,,
1697,とくせいガード,ability-shield,held-items,,
1698,クリアチャーム,clear-amulet,held-items,,
1699,ものまねハーブ,mirror-herb,held-items,,
1700,パンチグローブ,punching-glove,held-items,,
1701,おんみつマント,covert-cloak,held-items,,
1702,いかさまダイス,loaded-dice,held-items,,
1703,バケット,baguette,sandwich-ingredients,,
1704,マヨネーズ,mayonnaise,sandwich-ingredients,,
1705,ケチャップ,ketchup,sandwich-ingredients,,
1706,マスタード,mustard,sandwich-ingredients,,
1707,バター,butter,sandwich-ingredients,,
1708,ピーナッツバター,peanut-butter,sandwich-ingredients,,
1709,チリソース,chili-sauce,sandwich-ingredients,,
1710,ソルト,salt,sandwich-ingredients,,
1711,ペッパー,pepper,sandwich-ingredients,,
1712,ヨーグルト,yogurt,sandwich-ingredients,,
1713,ホイップクリーム,whipped-cream,sandwich-ingredients,,
1714,クリームチーズ,cream-cheese,sandwich-ingredients,,
1715,ベリージャム,jam,sandwich-ingredients,,
1716,マーマレード,marmalade,sandwich-ingredients,,
1717,オリーブオイル,olive-oil,sandwich-ingredients,,
1718,ビネガー,vinegar,sandwich-ingredients,,
1719,ひでん：あまスパイス,sweet-herba-mystica,sandwich-ingredients,,
1720,ひでん：しおスパイス,salty-herba-mystica,sandwich-ingredients,,
1721,ひでん：すぱスパイス,sour-herba-mystica,sandwich-ingredients,,
1722,ひでん：にがスパイス,bitter-herba-mystica,sandwich-ingredients,,
1723,ひでん：からスパイス,spicy-herba-mystica,sandwich-ingredients,,
1724,レタス,lettuce,sandwich-ingredients,,
1725,トマトスライス,tomato,sandwich-ingredients,,
1726,カットミニトマト,cherry-tomatoes,sandwich-ingredients,,
1727,キュウリスライス,cucumber,sandwich-ingredients,,
1728,ピクルススライス,pickle,sandwich-ingredients,,
1729,たまねぎスライス,onion,sandwich-ingredients,,
1730,アーリーレッド,red-onion,sandwich-ingredients,,
1731,ピーマンスライス,green-bell-pepper,sandwich-ingredients,,
1732,あかパプリカスライス,red-bell-pepper,sandwich-ingredients,,
1733,きパプリカスライス,yellow-bell-pepper,sandwich-ingredients,,
1734,アボカド,avocado,sandwich-ingredients,,
1735,やきベーコン,bacon,sandwich-ingredients,,
1736,ハムスライス,ham,sandwich-ingredients,,
1737,なまハム,prosciutto,sandwich-ingredients,,
1738,やきチョリソー,chorizo,sandwich-ingredients,,
1739,ハーブソーセージ,herbed-sausage,sandwich-ingredients,,
1740,ハンバーグ,hamburger,sandwich-ingredients,,
1741,ガケガニスティック,klawf-stick,sandwich-ingredients,,
1742,スモークきりみ,smoked-fillet,sandwich-ingredients,,
1743,きりみフライ,fried-fillet,sandwich-ingredients,,
1744,スライスエッグ,egg,sandwich-ingredients,,
1745,トルティージャ,potato-tortilla,sandwich-ingredients,,
1746,トーフ,tofu,sandwich-ingredients,,
1747,ライス,rice,sandwich-ingredients,,
1748,ヌードル,noodles,sandwich-ingredients,,
1749,ポテトサラダ,potato-salad,sandwich-ingredients,,
1750,スライスチーズ,cheese,sandwich-ingredients,,
1751,バナナスライス,banana,sandwich-ingredients,,
1752,いちごスライス,strawberry,sandwich-ingredients,,
1753,わぎりリンゴ,apple,sandwich-ingredients,,
1754,わぎりキウイ,kiwi,sandwich-ingredients,,
1755,カットパイン,pineapple,sandwich-ingredients,,
1756,バラペーニョ,jalapeno,sandwich-ingredients,,
1757,ホースラディッシュ,horseradish,sandwich-ingredients,,
1758,カレーパウダー,curry-powder,sandwich-ingredients,,
1759,ワサビソース,wasabi,sandwich-ingredients,,
1760,クレソン,watercress,sandwich-ingredients,,
1761,バジル,basil,sandwich-ingredients,,
1762,コンパンのキバ,venonat-fang,tm-materials,,
1763,ディグダのつち,diglett-dirt,tm-materials,,
1764,ニャースのけ,meowth-fur,tm-materials,,
1765,コダックのうもう,psyduck-down,tm-materials,,
1766,マンキーのけ,mankey-fur,tm-materials,,
1767,ガーディのけ,growlithe-fur,tm-materials,,
1768,ヤドンのツメ,slowpoke-claw,tm-materials,,
1769,コイルのねじ,magnemite-screw,tm-materials,,
1770,ベトベターのどくそ,grimer-toxin,tm-materials,,
1771,シェルダーのしんじゅ,shellder-pearl,tm-materials,,
1772,ゴースのガス,gastly-gas,tm-materials,,
1773,スリープのけ,drowzee-fur,tm-materials,,
1774,ビリリダマのでんき,voltorb-sparks,tm-materials,,
1775,ストライクのツメ,scyther-claw,tm-materials,,
1776,ケンタロスのけ,tauros-hair,tm-materials,,
1777,コイキングのウロコ,magikarp-scales,tm-materials,,
1778,メタモンのべたべた,ditto-goo,tm-materials,,
1779,イーブイのけ,eevee-fur,tm-materials,,
1780,ミニリュウのウロコ,dratini-scales,tm-materials,,
1781,ピチューのけ,pichu-fur,tm-materials,,
1782,ププリンのけ,igglybuff-fluff,tm-materials,,
1783,メリープのけだま,mareep-wool,tm-materials,,
