id,name_ja,name_en,dex_no,generation,type1_ja,type2_ja,hp,attack,defense,sp_attack,sp_defense,speed,base_total,ability1_ja,ability2_ja,hidden_ability_ja,height_m,weight_kg,is_legendary,is_mythical
198,ヤミカラス,murkrow,198,第二世代,あく,ひこう,60,85,42,85,42,91,405,ふみん,きょううん,いたずらごころ,0.5,2.1,False,False
199,ヤドキング,slowking,199,第二世代,みず,エスパー,95,75,80,100,110,30,490,どんかん,マイペース,さいせいりょく,2.0,79.5,False,False
200,ムウマ,misdreavus,200,第二世代,ゴースト,,60,60,60,85,85,85,435,ふゆう,,,0.7,1.0,False,False
201,アンノーン,unown,201,第二世代,エスパー,,48,72,48,72,48,48,336,ふゆう,,,0.5,5.0,False,False
202,ソーナンス,wobbuffet,202,第二世代,エスパー,,190,33,58,33,58,33,405,かげふみ,,テレパシー,1.3,28.5,False,False
203,キリンリキ,girafarig,203,第二世代,ノーマル,エスパー,70,80,65,90,65,85,455,せいしんりょく,はやおき,そうしょく,1.5,41.5,False,False
204,クヌギダマ,pineco,204,第二世代,むし,,50,65,90,35,35,15,290,がんじょう,,ぼうじん,0.6,7.2,False,False
205,フォレトス,forretress,205,第二世代,むし,はがね,75,90,140,60,60,40,465,がんじょう,,ぼうじん,1.2,125.8,False,False
206,ノコッチ,dunsparce,206,第二世代,ノーマル,,100,70,70,65,65,45,415,てんのめぐみ,にげあし,びびり,1.5,14.0,False,False
207,グライガー,gligar,207,第二世代,じめん,ひこう,65,75,105,35,65,85,430,かいりきバサミ,すながくれ,めんえき,1.1,64.8,False,False
208,ハガネール,steelix,208,第二世代,はがね,じめん,75,85,200,55,65,30,510,いしあたま,がんじょう,ちからずく,9.2,400.0,False,False
209,ブルー,snubbull,209,第二世代,フェアリー,,60,80,50,40,40,30,300,いかく,にげあし,びびり,0.6,7.8,False,False
210,グランブル,granbull,210,第二世代,フェアリー,,90,120,75,60,60,45,450,いかく,はやあし,びびり,1.4,48.7,False,False
211,ハリーセン,qwilfish,211,第二世代,みず,どく,65,95,85,55,55,85,440,どくのトゲ,すいすい,いかく,0.5,3.9,False,False
212,ハッサム,scizor,212,第二世代,むし,はがね,70,130,100,55,80,65,500,むしのしらせ,テクニシャン,ライトメタル,1.8,118.0,False,False
213,ツボツボ,shuckle,213,第二世代,むし,いわ,20,10,230,10,230,5,505,がんじょう,くいしんぼう,あまのじゃく,0.6,20.5,False,False
214,ヘラクロス,heracross,214,第二世代,むし,かくとう,80,125,75,40,95,85,500,むしのしらせ,こんじょう,じしんかじょう,1.5,54.0,False,False
215,ニューラ,sneasel,215,第二世代,あく,こおり,55,95,55,35,75,115,430,せいしんりょく,するどいめ,わるいてぐせ,0.9,28.0,False,False
216,ヒメグマ,teddiursa,216,第二世代,ノーマル,,60,80,50,50,50,40,330,ものひろい,はやあし,みつあつめ,0.6,8.8,False,False
217,リングマ,ursaring,217,第二世代,ノーマル,,90,130,75,75,75,55,500,こんじょう,はやあし,きんちょうかん,1.8,125.8,False,False
218,マグマッグ,slugma,218,第二世代,ほのお,,40,40,40,70,40,20,250,マグマのよろい,ほのおのからだ,くだけるよろい,0.7,35.0,False,False
219,マグカルゴ,magcargo,219,第二世代,ほのお,いわ,60,50,120,90,80,30,430,マグマのよろい,ほのおのからだ,くだけるよろい,0.8,55.0,False,False
220,ウリムー,swinub,220,第二世代,こおり,じめん,50,50,40,30,30,50,250,どんかん,ゆきがくれ,あついしぼう,0.4,6.5,False,False
221,イノムー,piloswine,221,第二世代,こおり,じめん,100,100,80,60,60,50,450,どんかん,ゆきがくれ,あついしぼう,1.1,55.8,False,False
222,サニーゴ,corsola,222,第二世代,みず,いわ,65,55,95,65,95,35,410,はりきり,しぜんかいふく,さいせいりょく,0.6,5.0,False,False
223,テッポウオ,remoraid,223,第二世代,みず,,35,65,35,65,35,65,300,はりきり,スナイパー,ムラっけ,0.6,12.0,False,False
224,オクタン,octillery,224,第二世代,みず,,75,105,75,105,75,45,480,きゅうばん,スナイパー,ムラっけ,0.9,28.5,False,False
225,デリバード,delibird,225,第二世代,こおり,ひこう,45,55,45,65,45,75,330,やるき,はりきり,ふみん,0.9,16.0,False,False
226,マンタイン,mantine,226,第二世代,みず,ひこう,85,40,70,80,140,70,485,すいすい,ちょすい,みずのベール,2.1,220.0,False,False
227,エアームド,skarmory,227,第二世代,はがね,ひこう,65,80,140,40,70,70,465,するどいめ,がんじょう,くだけるよろい,1.7,50.5,False,False
228,デルビル,houndour,228,第二世代,あく,ほのお,45,60,30,80,50,65,330,はやおき,もらいび,きんちょうかん,0.6,10.8,False,False
229,ヘルガー,houndoom,229,第二世代,あく,ほのお,75,90,50,110,80,95,500,はやおき,もらいび,きんちょうかん,1.4,35.0,False,False
230,キングドラ,kingdra,230,第二世代,みず,ドラゴン,75,95,95,95,95,85,540,すいすい,スナイパー,しめりけ,1.8,152.0,False,False
231,ゴマゾウ,phanpy,231,第二世代,じめん,,90,60,60,40,40,40,330,ものひろい,,すながくれ,0.5,33.5,False,False
232,ドンファン,donphan,232,第二世代,じめん,,90,120,120,60,60,50,500,がんじょう,,すながくれ,1.1,120.0,False,False
233,ポリゴン2,porygon2,233,第二世代,ノーマル,,85,80,90,105,95,60,515,トレース,ダウンロード,アナライズ,0.6,32.5,False,False
234,オドシシ,stantler,234,第二世代,ノーマル,,73,95,62,85,65,85,465,いかく,おみとおし,そうしょく,1.4,71.2,False,False
235,ドーブル,smeargle,235,第二世代,ノーマル,,55,20,35,20,45,75,250,マイペース,テクニシャン,ムラっけ,1.2,58.0,False,False
236,バルキー,tyrogue,236,第二世代,かくとう,,35,35,35,35,35,35,210,こんじょう,ふくつのこころ,やるき,0.7,21.0,False,False
237,カポエラー,hitmontop,237,第二世代,かくとう,,50,95,95,35,110,70,455,いかく,テクニシャン,ふくつのこころ,1.4,48.0,False,False
238,ムチュール,smoochum,238,第二世代,こおり,エスパー,45,30,15,85,65,65,305,どんかん,よちむ,うるおいボディ,0.4,6.0,False,False
239,エレキッド,elekid,239,第二世代,でんき,,45,63,37,65,55,95,360,せいでんき,,やるき,0.6,23.5,False,False
240,ブビィ,magby,240,第二世代,ほのお,,45,75,37,70,55,83,365,ほのおのからだ,,やるき,0.7,21.4,False,False
241,ミルタンク,miltank,241,第二世代,ノーマル,,95,80,105,40,70,100,490,あついしぼう,きもったま,そうしょく,1.2,75.5,False,False
242,ハピナス,blissey,242,第二世代,ノーマル,,255,10,10,75,135,55,540,しぜんかいふく,てんのめぐみ,いやしのこころ,1.5,46.8,False,False
243,ライコウ,raikou,243,第二世代,でんき,,90,85,75,115,100,115,580,プレッシャー,,せいしんりょく,1.9,178.0,True,False
244,エンテイ,entei,244,第二世代,ほのお,,115,115,85,90,75,100,580,プレッシャー,,せいしんりょく,2.1,198.0,True,False
245,スイクン,suicune,245,第二世代,みず,,100,75,115,90,115,85,580,プレッシャー,,せいしんりょく,2.0,187.0,True,False
246,ヨーギラス,larvitar,246,第二世代,いわ,じめん,50,64,50,45,50,41,300,こんじょう,,すながくれ,0.6,72.0,False,False
247,サナギラス,pupitar,247,第二世代,いわ,じめん,70,84,70,65,70,51,410,だっぴ,,,1.2,152.0,False,False
248,バンギラス,tyranitar,248,第二世代,いわ,あく,100,134,110,95,100,61,600,すなおこし,,きんちょうかん,2.0,202.0,False,False
249,ルギア,lugia,249,第二世代,エスパー,ひこう,106,90,130,90,154,110,680,プレッシャー,,マルチスケイル,5.2,216.0,True,False
250,ホウオウ,ho-oh,250,第二世代,ほのお,ひこう,106,130,90,110,154,90,680,プレッシャー,,さいせいりょく,3.8,199.0,True,False
251,セレビィ,celebi,251,第二世代,エスパー,くさ,100,100,100,100,100,100,600,しぜんかいふく,,,0.6,5.0,False,True
252,キモリ,treecko,252,第三世代,くさ,,40,45,35,65,55,70,310,しんりょく,,かるわざ,0.5,5.0,False,False
253,ジュプトル,grovyle,253,第三世代,くさ,,50,65,45,85,65,95,405,しんりょく,,かるわざ,0.9,21.6,False,False
254,ジュカイン,sceptile,254,第三世代,くさ,,70,85,65,105,85,120,530,しんりょく,,かるわざ,1.7,52.2,False,False
255,アチャモ,torchic,255,第三世代,ほのお,,45,60,40,70,50,45,310,もうか,,かそく,0.4,2.5,False,False
256,ワカシャモ,combusken,256,第三世代,ほのお,かくとう,60,85,60,85,60,55,405,もうか,,かそく,0.9,19.5,False,False
257,バシャーモ,blaziken,257,第三世代,ほのお,かくとう,80,120,70,110,70,80,530,もうか,,かそく,1.9,52.0,False,False
258,ミズゴロウ,mudkip,258,第三世代,みず,,50,70,50,50,50,40,310,げきりゅう,,しめりけ,0.4,7.6,False,False
259,ヌマクロー,marshtomp,259,第三世代,みず,じめん,70,85,70,60,70,50,405,げきりゅう,,しめりけ,0.7,28.0,False,False
260,ラグラージ,swampert,260,第三世代,みず,じめん,100,110,90,85,90,60,535,げきりゅう,,しめりけ,1.5,81.9,False,False
261,ポチエナ,poochyena,261,第三世代,あく,,35,55,35,30,30,35,220,にげあし,はやあし,びびり,0.5,13.6,False,False
262,グラエナ,mightyena,262,第三世代,あく,,70,90,70,60,60,70,420,いかく,はやあし,じしんかじょう,1.0,37.0,False,False
263,ジグザグマ,zigzagoon,263,第三世代,ノーマル,,38,30,41,30,41,60,240,ものひろい,くいしんぼう,はやあし,0.4,17.5,False,False
264,マッスグマ,linoone,264,第三世代,ノーマル,,78,70,61,50,61,100,420,ものひろい,くいしんぼう,はやあし,0.5,32.5,False,False
265,ケムッソ,wurmple,265,第三世代,むし,,45,45,35,20,30,20,195,りんぷん,,にげあし,0.3,3.6,False,False
266,カラサリス,silcoon,266,第三世代,むし,,50,35,55,25,25,15,205,だっぴ,,,0.6,10.0,False,False
267,アゲハント,beautifly,267,第三世代,むし,ひこう,60,70,50,100,50,65,395,むしのしらせ,,とうそうしん,1.0,28.4,False,False
268,マユルド,cascoon,268,第三世代,むし,,50,35,55,25,25,15,205,だっぴ,,,0.7,11.5,False,False
269,ドクケイル,dustox,269,第三世代,むし,どく,60,50,70,50,90,65,385,りんぷん,,ふくがん,1.2,31.6,False,False
270,ハスボー,lotad,270,第三世代,みず,くさ,40,30,30,40,50,30,220,すいすい,あめうけざら,マイペース,0.5,2.6,False,False
271,ハスブレロ,lombre,271,第三世代,みず,くさ,60,50,50,60,70,50,340,すいすい,あめうけざら,マイペース,1.2,32.5,False,False
272,ルンパッパ,ludicolo,272,第三世代,みず,くさ,80,70,70,90,100,70,480,すいすい,あめうけざら,マイペース,1.5,55.0,False,False
273,タネボー,seedot,273,第三世代,くさ,,40,40,50,30,30,30,220,ようりょくそ,はやおき,わるいてぐせ,0.5,4.0,False,False
274,コノハナ,nuzleaf,274,第三世代,くさ,あく,70,70,40,60,40,60,340,ようりょくそ,はやおき,わるいてぐせ,1.0,28.0,False,False
275,ダーテング,shiftry,275,第三世代,くさ,あく,90,100,60,90,60,80,480,ようりょくそ,かぜのり,わるいてぐせ,1.3,59.6,False,False
276,スバメ,taillow,276,第三世代,ノーマル,ひこう,40,55,30,30,30,85,270,こんじょう,,きもったま,0.3,2.3,False,False
277,オオスバメ,swellow,277,第三世代,ノーマル,ひこう,60,85,60,75,50,125,455,こんじょう,,きもったま,0.7,19.8,False,False
278,キャモメ,wingull,278,第三世代,みず,ひこう,40,30,30,55,30,85,270,するどいめ,うるおいボディ,あめうけざら,0.6,9.5,False,False
279,ペリッパー,pelipper,279,第三世代,みず,ひこう,60,50,100,95,70,65,440,するどいめ,あめふらし,あめうけざら,1.2,28.0,False,False
280,ラルトス,ralts,280,第三世代,エスパー,フェアリー,28,25,25,45,35,40,198,シンクロ,トレース,テレパシー,0.4,6.6,False,False
281,キルリア,kirlia,281,第三世代,エスパー,フェアリー,38,35,35,65,55,50,278,シンクロ,トレース,テレパシー,0.8,20.2,False,False
282,サーナイト,gardevoir,282,第三世代,エスパー,フェアリー,68,65,65,125,115,80,518,シンクロ,トレース,テレパシー,1.6,48.4,False,False
283,アメタマ,surskit,283,第三世代,むし,みず,40,30,32,50,52,65,269,すいすい,,あめうけざら,0.5,1.7,False,False
284,アメモース,masquerain,284,第三世代,むし,ひこう,70,60,62,100,82,80,454,いかく,,きんちょうかん,0.8,3.6,False,False
285,キノココ,shroomish,285,第三世代,くさ,,60,40,60,40,60,35,295,ほうし,ポイズンヒール,はやあし,0.4,4.5,False,False
286,キノガッサ,breloom,286,第三世代,くさ,かくとう,60,130,80,60,60,70,460,ほうし,ポイズンヒール,テクニシャン,1.2,39.2,False,False
287,ナマケロ,slakoth,287,第三世代,ノーマル,,60,60,60,35,35,30,280,なまけ,,,0.8,24.0,False,False
288,ヤルキモノ,vigoroth,288,第三世代,ノーマル,,80,80,80,55,55,90,440,やるき,,,1.4,46.5,False,False
289,ケッキング,slaking,289,第三世代,ノーマル,,150,160,100,95,65,100,670,なまけ,,,2.0,130.5,False,False
290,ツチニン,nincada,290,第三世代,むし,じめん,31,45,90,30,30,40,266,ふくがん,,にげあし,0.5,5.5,False,False
291,テッカニン,ninjask,291,第三世代,むし,ひこう,61,90,45,50,50,160,456,かそく,,すりぬけ,0.8,12.0,False,False
292,ヌケニン,shedinja,292,第三世代,むし,ゴースト,1,90,45,30,30,40,236,ふしぎなまもり,,,0.8,1.2,False,False
293,ゴニョニョ,whismur,293,第三世代,ノーマル,,64,51,23,51,23,28,240,ぼうおん,,びびり,0.6,16.3,False,False
294,ドゴーム,loudred,294,第三世代,ノーマル,,84,71,43,71,43,48,360,ぼうおん,,きもったま,1.0,40.5,False,False
295,バクオング,exploud,295,第三世代,ノーマル,,104,91,63,91,73,68,490,ぼうおん,,きもったま,1.5,84.0,False,False
296,マクノシタ,makuhita,296,第三世代,かくとう,,72,60,30,20,30,25,237,あついしぼう,こんじょう,ちからずく,1.0,86.4,False,False
297,ハリテヤマ,hariyama,297,第三世代,かくとう,,144,120,60,40,60,50,474,あついしぼう,こんじょう,ちからずく,2.3,253.8,False,False
298,ルリリ,azurill,298,第三世代,ノーマル,フェアリー,50,20,40,20,40,20,190,あついしぼう,ちからもち,そうしょく,0.2,2.0,False,False
299,ノズパス,nosepass,299,第三世代,いわ,,30,45,135,45,90,30,375,がんじょう,じりょく,すなのちから,1.0,97.0,False,False
300,エネコ,skitty,300,第三世代,ノーマル,,50,45,45,35,35,50,260,メロメロボディ,ノーマルスキン,ミラクルスキン,0.6,11.0,False,False
301,エネコロロ,delcatty,301,第三世代,ノーマル,,70,65,65,55,55,90,400,メロメロボディ,ノーマルスキン,ミラクルスキン,1.1,32.6,False,False
302,ヤミラミ,sableye,302,第三世代,あく,ゴースト,50,75,75,65,65,50,380,するどいめ,あとだし,いたずらごころ,0.5,11.0,False,False
303,クチート,mawile,303,第三世代,はがね,フェアリー,50,85,85,55,55,50,380,かいりきバサミ,いかく,ちからずく,0.6,11.5,False,False
304,ココドラ,aron,304,第三世代,はがね,いわ,50,70,100,40,40,30,330,がんじょう,いしあたま,ヘヴィメタル,0.4,60.0,False,False
305,コドラ,lairon,305,第三世代,はがね,いわ,60,90,140,50,50,40,430,がんじょう,いしあたま,ヘヴィメタル,0.9,120.0,False,False
306,ボスゴドラ,aggron,306,第三世代,はがね,いわ,70,110,180,60,60,50,530,がんじょう,いしあたま,ヘヴィメタル,2.1,360.0,False,False
307,アサナン,meditite,307,第三世代,かくとう,エスパー,30,40,55,40,55,60,280,ヨガパワー,,テレパシー,0.6,11.2,False,False
308,チャーレム,medicham,308,第三世代,かくとう,エスパー,60,60,75,60,75,80,410,ヨガパワー,,テレパシー,1.3,31.5,False,False
309,ラクライ,electrike,309,第三世代,でんき,,40,45,40,65,40,65,295,せいでんき,ひらいしん,マイナス,0.6,15.2,False,False
310,ライボルト,manectric,310,第三世代,でんき,,70,75,60,105,60,105,475,せいでんき,ひらいしん,マイナス,1.5,40.2,False,False
311,プラスル,plusle,311,第三世代,でんき,,60,50,40,85,75,95,405,プラス,,ひらいしん,0.4,4.2,False,False
312,マイナン,minun,312,第三世代,でんき,,60,40,50,75,85,95,405,マイナス,,ちくでん,0.4,4.2,False,False
